Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
31,59,45,Black,Sugarcane,14,4,22,DAP
34,64,36,Red,Tobacco,28,0,38,Urea
32,73,48,Loamy,Wheat,10,28,30,10-26-26
33,57,35,Black,Millets,43,2,0,Urea
30,43,29,Clayey,Pulses,22,2,9,28-28
26,63,57,Loamy,Sugarcane,12,5,27,20-20
35,50,43,Clayey,Paddy,21,11,5,Urea
30,58,31,Clayey,Pulses,12,25,21,10-26-26
34,62,48,Loamy,Wheat,3,6,23,28-28
32,53,39,Clayey,Paddy,21,0,20,Urea
32,55,39,Black,Millets,26,0,16,DAP
39,73,52,Loamy,Wheat,38,0,0,Urea
29,64,43,Sandy,Barley,14,14,34,14-35-14
24,60,46,Sandy,Maize,13,12,35,14-35-14
32,66,44,Clayey,Paddy,13,14,33,14-35-14
27,52,46,Sandy,Millets,21,1,10,Urea
30,52,49,Sandy,Maize,12,12,32,14-35-14
35,64,51,Loamy,Wheat,22,17,24,20-20
31,61,31,Red,Tobacco,8,28,30,10-26-26
29,60,34,Clayey,Pulses,15,13,40,14-35-14
32,63,48,Loamy,Sugarcane,12,11,34,14-35-14
31,73,33,Black,Oil seeds,12,0,16,DAP
26,56,53,Loamy,Sugarcane,19,20,22,17-17-17
31,54,32,Red,Ground Nuts,42,1,31,DAP
29,58,41,Black,Millets,28,0,9,28-28
25,49,39,Sandy,Maize,29,15,12,Urea
28,55,52,Black,Sugarcane,15,20,20,17-17-17
29,62,62,Loamy,Cotton,0,0,20,28-28
24,56,43,Clayey,Paddy,21,11,27,Urea
20,65,51,Sandy,Barley,19,19,15,17-17-17
31,59,62,Loamy,Sugarcane,25,0,16,DAP
26,60,39,Sandy,Maize,16,8,28,28-28
32,56,47,Loamy,Sugarcane,22,0,20,20-20
32,64,43,Clayey,Pulses,12,24,29,10-26-26
24,57,58,Black,Sugarcane,5,7,20,20-20
29,61,64,Loamy,Cotton,23,10,32,DAP
31,57,28,Black,Millets,22,2,4,Urea
21,63,34,Black,Oil seeds,16,1,27,20-20
23,49,51,Sandy,Barley,15,17,39,14-35-14
31,67,47,Clayey,Paddy,21,6,1,Urea
33,55,63,Red,Cotton,16,16,14,17-17-17
30,61,64,Red,Cotton,21,4,45,Urea
24,62,64,Red,Cotton,5,3,23,DAP
32,57,30,Black,Oil seeds,7,6,15,28-28
32,68,43,Clayey,Paddy,24,3,25,28-28
25,60,55,Loamy,Sugarcane,12,0,31,20-20
25,59,35,Sandy,Maize,30,0,30,28-28
33,48,54,Loamy,Sugarcane,0,11,10,20-20
26,57,63,Black,Cotton,16,11,34,14-35-14
28,54,35,Sandy,Millets,31,0,11,20-20
23,53,31,Clayey,Pulses,27,4,13,Urea
33,59,31,Clayey,Pulses,7,25,30,10-26-26
26,49,24,Clayey,Pulses,34,11,13,Urea
29,75,50,Loamy,Wheat,21,2,1,Urea
31,69,66,Red,Cotton,20,2,52,DAP
29,61,77,Loamy,Sugarcane,24,0,24,Urea
34,65,41,Sandy,Barley,17,14,35,14-35-14
26,56,33,Red,Ground Nuts,2,7,32,DAP
30,51,62,Red,Cotton,32,0,16,DAP
36,61,61,Black,Sugarcane,12,28,31,10-26-26
28,52,38,Clayey,Pulses,22,12,41,20-20
27,54,48,Sandy,Barley,6,0,16,DAP
29,61,39,Loamy,Sugarcane,15,14,20,17-17-17
30,54,52,Sandy,Maize,15,11,37,14-35-14
27,74,31,Black,Oil seeds,17,17,38,14-35-14
26,49,32,Clayey,Pulses,12,28,30,10-26-26
28,66,28,Clayey,Pulses,8,26,24,10-26-26
28,57,39,Sandy,Barley,17,14,13,17-17-17
33,60,44,Sandy,Millets,21,0,15,Urea
33,66,59,Loamy,Sugarcane,6,7,16,DAP
25,72,64,Black,Cotton,18,3,16,DAP
30,62,30,Red,Tobacco,38,1,29,DAP
31,61,48,Loamy,Wheat,10,1,17,20-20
27,66,49,Loamy,Wheat,41,0,18,DAP
32,53,63,Loamy,Cotton,17,18,12,17-17-17
36,58,65,Red,Cotton,10,0,25,20-20
28,55,43,Sandy,Barley,7,8,16,DAP
32,64,41,Sandy,Barley,6,9,19,DAP
30,68,50,Loamy,Wheat,33,1,26,DAP
31,45,28,Red,Ground Nuts,21,3,16,Urea
28,64,67,Black,Cotton,13,0,16,DAP
25,53,43,Sandy,Millets,40,0,38,Urea
24,48,33,Black,Oil seeds,27,2,48,Urea
28,55,45,Sandy,Maize,4,10,20,28-28
34,57,63,Black,Cotton,31,1,16,DAP
28,56,43,Sandy,Maize,31,6,29,Urea
33,53,70,Loamy,Sugarcane,17,14,0,20-20
28,62,28,Red,Ground Nuts,20,17,15,17-17-17
30,59,48,Sandy,Maize,21,17,7,Urea
34,57,58,Red,Cotton,3,3,33,DAP
34,45,51,Loamy,Sugarcane,4,9,16,DAP
30,60,37,Sandy,Millets,42,0,0,20-20
32,55,37,Clayey,Paddy,26,11,28,Urea
31,62,30,Red,Ground Nuts,25,0,16,DAP
34,65,32,Red,Tobacco,18,0,3,28-28
34,65,35,Red,Tobacco,20,4,8,28-28
27,54,37,Clayey,Pulses,21,0,29,Urea
34,53,37,Clayey,Paddy,30,3,11,Urea
31,60,38,Loamy,Sugarcane,20,0,4,20-20
37,65,49,Loamy,Wheat,25,3,16,28-28
31,46,44,Sandy,Barley,6,0,39,28-28
26,61,64,Black,Cotton,11,11,32,14-35-14
30,58,47,Sandy,Barley,4,14,19,28-28
32,62,43,Red,Ground Nuts,24,5,16,DAP
31,54,46,Loamy,Sugarcane,14,11,36,14-35-14
29,62,36,Red,Tobacco,13,25,23,10-26-26
30,59,66,Sandy,Maize,22,13,26,28-28
30,57,56,Loamy,Sugarcane,13,0,26,20-20
32,75,50,Loamy,Wheat,23,1,16,28-28
42,67,51,Loamy,Wheat,7,28,28,10-26-26
37,70,47,Loamy,Wheat,12,23,23,10-26-26
30,62,37,Sandy,Barley,0,9,28,DAP
31,60,55,Sandy,Maize,18,5,0,28-28
26,59,44,Clayey,Paddy,16,16,36,14-35-14
30,59,64,Loamy,Cotton,14,15,13,17-17-17
28,46,40,Sandy,Barley,10,1,40,28-28
28,58,70,Black,Sugarcane,12,13,39,14-35-14
28,64,48,Loamy,Wheat,30,0,15,20-20
33,54,39,Loamy,Sugarcane,34,5,17,DAP
34,58,43,Sandy,Millets,24,0,16,DAP
35,60,31,Red,Ground Nuts,12,12,35,14-35-14
27,54,37,Clayey,Pulses,7,27,25,10-26-26
30,59,42,Sandy,Barley,8,2,38,DAP
27,48,30,Clayey,Pulses,48,13,21,Urea
27,64,38,Clayey,Pulses,21,3,21,Urea
30,63,33,Black,Millets,38,1,16,DAP
29,52,46,Sandy,Millets,11,0,16,DAP
28,51,32,Black,Oil seeds,0,2,19,20-20
32,53,64,Loamy,Cotton,21,3,9,Urea
29,65,42,Black,Sugarcane,19,16,12,17-17-17
29,52,29,Clayey,Pulses,17,12,39,14-35-14
28,61,44,Black,Millets,37,3,12,20-20
30,53,66,Red,Cotton,21,9,37,Urea
31,54,31,Red,Tobacco,7,24,25,10-26-26
31,65,49,Loamy,Wheat,50,16,17,28-28
29,62,31,Sandy,Maize,22,7,7,28-28
32,58,29,Clayey,Pulses,0,16,24,28-28
30,47,24,Red,Ground Nuts,15,18,22,17-17-17
29,56,37,Sandy,Millets,25,0,19,20-20
25,66,39,Clayey,Paddy,13,12,32,14-35-14
31,56,42,Black,Millets,17,0,0,20-20
36,53,34,Black,Oil seeds,44,1,18,28-28
29,67,35,Clayey,Pulses,10,5,10,28-28
28,59,61,Sandy,Maize,19,0,0,28-28
33,60,38,Clayey,Pulses,21,0,31,Urea
25,63,66,Black,Cotton,21,0,47,Urea
29,55,34,Red,Ground Nuts,19,15,22,17-17-17
33,70,65,Loamy,Cotton,20,2,16,DAP
29,60,33,Black,Millets,29,0,20,20-20
28,61,58,Loamy,Sugarcane,17,15,17,17-17-17
34,64,37,Red,Ground Nuts,18,18,18,17-17-17
23,49,34,Clayey,Pulses,21,5,28,Urea
31,53,40,Black,Millets,14,15,36,14-35-14
27,55,45,Sandy,Barley,18,17,13,17-17-17
35,67,37,Clayey,Paddy,21,8,21,Urea
27,67,46,Loamy,Sugarcane,15,11,19,DAP
26,61,31,Sandy,Millets,22,1,38,20-20
27,69,34,Black,Oil seeds,17,13,32,14-35-14
34,62,62,Black,Cotton,16,12,32,14-35-14
29,73,38,Sandy,Barley,19,20,12,17-17-17
31,67,33,Red,Tobacco,12,23,30,10-26-26
29,63,58,Loamy,Sugarcane,11,0,42,DAP
21,70,32,Black,Oil seeds,11,15,32,14-35-14
28,62,37,Red,Ground Nuts,16,17,15,17-17-17
29,56,54,Loamy,Sugarcane,21,4,24,Urea
27,63,63,Loamy,Cotton,21,11,27,Urea
27,64,32,Red,Ground Nuts,4,3,18,28-28
30,59,47,Sandy,Barley,4,5,48,DAP
25,53,45,Loamy,Sugarcane,24,0,0,20-20
32,53,24,Red,Ground Nuts,30,0,47,28-28
35,62,53,Loamy,Wheat,35,0,17,20-20
28,58,39,Black,Millets,2,0,26,DAP
28,67,63,Loamy,Cotton,33,10,11,Urea
25,61,32,Clayey,Pulses,10,28,25,10-26-26
21,59,49,Sandy,Maize,13,16,37,14-35-14
35,59,37,Clayey,Paddy,18,4,24,DAP
29,63,52,Sandy,Barley,3,18,31,28-28
34,51,65,Red,Cotton,21,2,23,Urea
31,61,31,Red,Tobacco,9,28,30,10-26-26
28,52,33,Black,Oil seeds,17,3,16,20-20
30,55,62,Red,Cotton,26,0,18,DAP
32,64,32,Red,Tobacco,0,16,24,DAP
35,53,34,Sandy,Millets,33,0,21,Urea
29,52,44,Black,Millets,26,1,31,DAP
30,62,48,Black,Sugarcane,22,4,0,Urea
26,66,39,Sandy,Barley,14,9,26,DAP
34,60,31,Black,Oil seeds,21,5,13,Urea
32,54,50,Loamy,Wheat,23,11,38,28-28
34,62,50,Loamy,Wheat,21,0,39,Urea
34,68,29,Black,Oil seeds,15,14,38,14-35-14
34,54,68,Sandy,Maize,15,12,31,14-35-14
24,62,32,Black,Oil seeds,12,0,34,20-20
30,45,32,Clayey,Pulses,21,10,14,Urea
33,59,45,Clayey,Paddy,19,10,0,28-28
32,51,63,Black,Cotton,22,0,29,Urea
28,59,64,Black,Cotton,13,5,42,DAP
33,61,23,Red,Ground Nuts,37,6,24,DAP
21,52,44,Sandy,Barley,21,0,29,DAP
26,70,72,Black,Sugarcane,14,18,16,17-17-17
29,55,66,Black,Cotton,13,16,40,14-35-14
26,66,48,Sandy,Barley,1,0,45,28-28
31,59,39,Clayey,Paddy,27,0,12,28-28
28,61,43,Black,Sugarcane,24,3,16,20-20
26,69,65,Red,Cotton,20,14,20,17-17-17
33,68,52,Loamy,Wheat,13,0,24,28-28
31,55,32,Clayey,Pulses,19,9,18,20-20
34,55,47,Loamy,Wheat,21,3,15,Urea
29,61,40,Red,Ground Nuts,0,1,33,DAP
27,66,28,Black,Oil seeds,13,13,40,14-35-14
31,65,63,Red,Cotton,31,3,18,20-20
33,68,49,Loamy,Wheat,14,12,20,DAP
33,63,34,Black,Oil seeds,40,0,37,Urea
31,50,37,Clayey,Paddy,7,27,30,10-26-26
31,61,36,Black,Sugarcane,15,16,31,14-35-14
31,56,44,Black,Sugarcane,19,20,20,17-17-17
28,66,50,Loamy,Sugarcane,16,17,20,17-17-17
32,65,31,Red,Tobacco,17,19,16,DAP
31,59,37,Loamy,Sugarcane,21,0,25,Urea
27,62,49,Loamy,Sugarcane,12,0,18,20-20
27,59,37,Black,Millets,21,0,6,Urea
31,65,44,Sandy,Millets,21,0,9,Urea
28,50,39,Sandy,Barley,9,0,23,28-28
25,57,27,Sandy,Maize,14,12,36,14-35-14
28,57,45,Sandy,Millets,35,0,29,DAP
31,50,33,Black,Oil seeds,11,17,38,14-35-14
32,61,37,Loamy,Sugarcane,18,16,22,17-17-17
33,55,42,Clayey,Paddy,21,5,32,Urea
39,64,41,Sandy,Barley,7,10,19,DAP
34,59,39,Loamy,Sugarcane,36,7,41,Urea
33,57,60,Black,Cotton,45,5,3,Urea
30,59,34,Red,Ground Nuts,29,2,22,DAP
31,55,37,Sandy,Barley,21,10,24,Urea
37,63,51,Loamy,Wheat,33,13,0,28-28
30,66,32,Red,Tobacco,25,0,20,28-28
30,74,38,Red,Ground Nuts,35,4,52,DAP
28,44,45,Sandy,Barley,13,11,30,14-35-14
35,59,61,Red,Cotton,11,14,34,14-35-14
31,65,34,Red,Tobacco,16,0,8,28-28
32,65,40,Clayey,Paddy,18,20,19,17-17-17
30,55,39,Red,Ground Nuts,2,2,26,28-28
29,65,49,Loamy,Wheat,16,11,33,14-35-14
31,59,39,Black,Sugarcane,30,5,24,20-20
33,65,49,Sandy,Barley,14,13,45,DAP
31,59,68,Loamy,Sugarcane,18,18,18,17-17-17
30,67,48,Loamy,Wheat,0,9,38,28-28
33,62,41,Sandy,Barley,17,13,36,14-35-14
26,63,62,Loamy,Cotton,13,12,32,14-35-14
28,59,35,Red,Ground Nuts,15,20,17,17-17-17
40,57,50,Loamy,Wheat,21,10,36,28-28
40,55,42,Sandy,Barley,16,18,19,DAP
28,64,38,Sandy,Barley,14,0,32,DAP
33,56,34,Red,Ground Nuts,20,5,35,28-28
28,60,47,Sandy,Maize,17,17,30,14-35-14
33,61,63,Red,Cotton,11,1,11,20-20
35,48,54,Black,Sugarcane,16,14,13,17-17-17
28,53,40,Sandy,Millets,21,0,30,Urea
27,56,36,Clayey,Pulses,26,3,27,28-28
29,59,63,Red,Cotton,17,17,33,14-35-14
30,60,40,Loamy,Sugarcane,21,6,29,Urea
33,55,62,Red,Cotton,37,4,28,Urea
33,59,31,Black,Oil seeds,15,5,36,20-20
26,61,65,Loamy,Cotton,14,6,38,DAP
34,48,32,Black,Oil seeds,29,7,22,20-20
22,53,36,Clayey,Pulses,11,23,24,10-26-26
31,63,43,Red,Ground Nuts,14,15,22,17-17-17
25,61,48,Loamy,Sugarcane,8,5,17,20-20
27,59,35,Clayey,Pulses,23,8,30,20-20
32,54,50,Black,Sugarcane,21,15,35,Urea
32,59,32,Red,Tobacco,26,0,6,28-28
32,57,52,Loamy,Sugarcane,14,20,16,17-17-17
38,61,26,Black,Oil seeds,21,8,8,Urea
36,66,41,Clayey,Paddy,20,0,35,20-20
31,64,42,Clayey,Paddy,15,11,32,14-35-14
25,60,37,Red,Ground Nuts,24,5,16,DAP
33,52,50,Sandy,Maize,21,8,6,28-28
24,55,36,Clayey,Pulses,21,5,0,Urea
32,66,32,Red,Ground Nuts,14,15,17,17-17-17
33,59,34,Black,Millets,20,0,31,28-28
34,60,65,Loamy,Sugarcane,21,6,51,Urea
30,60,33,Sandy,Maize,21,13,16,Urea
32,48,40,Clayey,Pulses,5,3,6,20-20
24,51,65,Loamy,Cotton,20,15,13,17-17-17
25,69,29,Black,Oil seeds,12,12,32,14-35-14
30,61,47,Loamy,Wheat,21,5,39,28-28
29,58,35,Sandy,Millets,28,1,23,DAP
30,58,66,Red,Cotton,4,0,16,DAP
41,64,50,Loamy,Wheat,12,25,26,10-26-26
31,62,41,Black,Millets,36,1,15,Urea
31,56,44,Sandy,Barley,16,10,35,DAP
29,59,45,Sandy,Millets,11,0,44,20-20
29,53,42,Sandy,Millets,21,1,0,Urea
33,63,50,Loamy,Sugarcane,13,15,37,14-35-14
27,66,43,Clayey,Pulses,16,11,39,14-35-14
28,50,50,Loamy,Wheat,0,7,10,28-28
30,54,53,Loamy,Sugarcane,21,2,16,Urea
31,62,30,Red,Ground Nuts,26,2,17,Urea
29,56,30,Red,Ground Nuts,25,10,16,DAP
30,60,37,Sandy,Millets,10,1,40,28-28
33,59,37,Sandy,Barley,9,10,39,28-28
30,65,34,Red,Ground Nuts,48,2,35,Urea
28,51,55,Loamy,Sugarcane,17,17,39,14-35-14
35,55,50,Sandy,Maize,14,20,12,28-28
30,56,29,Red,Tobacco,12,24,30,10-26-26
32,69,51,Loamy,Wheat,39,0,10,28-28
31,59,44,Sandy,Maize,13,13,32,14-35-14
23,59,65,Black,Cotton,15,14,16,17-17-17
28,59,48,Loamy,Sugarcane,26,3,3,28-28
32,47,42,Clayey,Paddy,19,8,28,28-28
29,63,39,Clayey,Pulses,15,14,35,14-35-14
21,55,35,Red,Ground Nuts,23,2,16,DAP
30,69,48,Loamy,Wheat,21,0,37,Urea
29,61,44,Clayey,Paddy,21,0,12,28-28
34,65,41,Clayey,Paddy,13,15,31,14-35-14
36,55,53,Loamy,Wheat,31,3,37,28-28
35,56,36,Clayey,Paddy,21,14,20,Urea
29,73,39,Black,Oil seeds,25,6,31,20-20
24,54,39,Clayey,Pulses,19,14,31,28-28
34,63,33,Red,Tobacco,15,16,16,17-17-17
34,58,48,Loamy,Wheat,52,5,3,28-28
30,57,30,Clayey,Pulses,25,17,11,20-20
31,54,54,Black,Sugarcane,21,0,7,Urea
29,55,36,Sandy,Maize,12,13,32,14-35-14
26,52,31,Clayey,Pulses,8,27,25,10-26-26
33,61,47,Loamy,Sugarcane,22,0,24,DAP
29,58,31,Clayey,Pulses,9,29,22,10-26-26
39,62,47,Sandy,Barley,14,0,22,DAP
31,61,32,Red,Ground Nuts,16,15,22,17-17-17
31,61,32,Red,Tobacco,15,16,31,14-35-14
30,62,46,Black,Sugarcane,14,17,33,14-35-14
31,76,48,Loamy,Sugarcane,15,12,36,14-35-14
33,54,49,Loamy,Sugarcane,21,9,0,Urea
33,50,51,Black,Sugarcane,14,15,36,14-35-14
26,68,31,Clayey,Pulses,21,2,25,20-20
31,67,29,Red,Tobacco,13,27,22,10-26-26
31,54,61,Black,Cotton,33,5,13,Urea
28,54,67,Loamy,Cotton,13,17,38,14-35-14
29,63,37,Red,Ground Nuts,16,3,16,DAP
31,54,29,Black,Oil seeds,10,4,16,DAP
33,60,63,Loamy,Sugarcane,28,6,21,Urea
32,58,37,Clayey,Pulses,11,3,38,20-20
33,54,35,Sandy,Millets,52,0,28,DAP
30,63,68,Loamy,Sugarcane,14,12,37,14-35-14
29,56,32,Red,Tobacco,18,2,16,28-28
36,53,31,Black,Oil seeds,21,0,28,Urea
29,66,33,Sandy,Maize,14,15,38,14-35-14
29,60,65,Red,Cotton,21,6,0,Urea
33,70,48,Loamy,Wheat,21,0,10,Urea
35,63,41,Clayey,Paddy,10,23,27,10-26-26
22,48,57,Loamy,Sugarcane,8,26,26,10-26-26
23,64,62,Loamy,Cotton,16,18,20,17-17-17
26,63,69,Black,Sugarcane,14,18,20,17-17-17
25,60,56,Red,Cotton,15,11,33,14-35-14
30,66,47,Loamy,Wheat,19,14,21,17-17-17
31,54,37,Clayey,Pulses,12,23,22,10-26-26
38,68,32,Loamy,Sugarcane,13,12,12,20-20
24,52,48,Clayey,Paddy,21,5,3,28-28
27,59,49,Loamy,Wheat,38,7,21,28-28
28,56,43,Clayey,Paddy,17,3,16,20-20
28,52,35,Black,Millets,12,1,27,20-20
26,59,51,Loamy,Sugarcane,22,8,24,Urea
32,56,31,Sandy,Millets,34,1,16,DAP
32,47,40,Clayey,Pulses,11,5,20,20-20
29,53,73,Loamy,Sugarcane,21,10,33,Urea
32,64,42,Clayey,Paddy,21,14,0,Urea
29,59,39,Loamy,Sugarcane,16,16,14,17-17-17
31,61,64,Black,Cotton,13,16,36,14-35-14
24,62,27,Red,Ground Nuts,29,1,7,Urea
30,61,51,Sandy,Millets,24,0,37,28-28
30,63,34,Black,Oil seeds,1,5,16,DAP
28,54,35,Clayey,Pulses,25,0,23,20-20
26,53,27,Clayey,Pulses,7,25,29,10-26-26
30,62,53,Loamy,Sugarcane,10,10,22,20-20
33,61,51,Black,Sugarcane,0,0,14,20-20
27,55,49,Sandy,Maize,18,18,15,17-17-17
27,62,41,Sandy,Millets,0,1,16,20-20
30,61,65,Black,Cotton,1,11,16,DAP
43,61,48,Loamy,Wheat,20,11,29,DAP
31,55,27,Sandy,Millets,23,1,0,20-20
32,59,67,Loamy,Cotton,15,19,13,17-17-17
29,55,36,Black,Millets,40,0,21,Urea
30,65,28,Red,Ground Nuts,16,20,21,17-17-17
30,62,66,Red,Cotton,14,11,31,14-35-14
35,41,30,Red,Ground Nuts,38,8,16,DAP
34,70,33,Red,Tobacco,19,15,29,28-28
37,59,45,Clayey,Paddy,16,14,38,14-35-14
33,48,46,Sandy,Maize,32,0,18,28-28
30,57,39,Sandy,Barley,16,8,43,DAP
28,61,62,Loamy,Cotton,14,14,35,14-35-14
24,64,40,Sandy,Barley,11,26,26,10-26-26
32,56,64,Black,Sugarcane,21,3,8,Urea
33,58,46,Loamy,Sugarcane,25,18,7,Urea
37,60,47,Sandy,Barley,0,8,21,28-28
33,67,34,Black,Oil seeds,0,0,40,DAP
28,48,26,Clayey,Pulses,6,0,28,28-28
27,56,52,Loamy,Sugarcane,17,5,4,20-20
30,55,39,Sandy,Millets,32,1,16,DAP
33,66,33,Red,Tobacco,13,28,25,10-26-26
30,59,29,Red,Ground Nuts,21,2,19,Urea
27,54,38,Clayey,Pulses,13,17,38,14-35-14
30,60,43,Loamy,Sugarcane,10,0,20,DAP
27,60,42,Sandy,Maize,13,15,35,14-35-14
26,64,62,Loamy,Cotton,16,11,32,14-35-14
31,67,37,Red,Ground Nuts,15,5,52,DAP
31,59,41,Sandy,Millets,36,0,27,20-20
31,55,34,Clayey,Pulses,12,23,26,10-26-26
32,57,40,Sandy,Maize,24,6,0,28-28
26,61,63,Black,Sugarcane,14,18,22,17-17-17
32,63,64,Red,Cotton,14,16,18,17-17-17
35,48,61,Red,Cotton,21,3,41,Urea
32,57,40,Sandy,Millets,27,2,19,20-20
31,60,62,Black,Cotton,11,3,46,DAP
32,67,50,Loamy,Wheat,13,14,33,14-35-14
33,48,33,Black,Oil seeds,15,20,14,17-17-17
30,54,41,Sandy,Millets,31,1,11,Urea
24,70,35,Black,Oil seeds,12,17,36,14-35-14
24,51,29,Clayey,Pulses,20,7,13,28-28
29,65,47,Loamy,Wheat,15,12,35,14-35-14
28,58,31,Red,Tobacco,35,6,25,DAP
32,64,33,Black,Oil seeds,43,3,16,DAP
34,53,60,Loamy,Sugarcane,29,7,8,20-20
31,52,41,Black,Millets,30,0,0,28-28
34,61,63,Loamy,Cotton,21,7,28,Urea
36,64,33,Black,Oil seeds,13,16,38,14-35-14
34,64,49,Loamy,Wheat,30,11,12,20-20
27,67,40,Sandy,Maize,21,0,0,Urea
28,56,67,Loamy,Cotton,15,15,37,14-35-14
35,53,40,Loamy,Sugarcane,8,29,22,10-26-26
29,60,47,Sandy,Maize,14,17,37,14-35-14
31,59,36,Loamy,Sugarcane,20,14,17,17-17-17
30,59,33,Red,Tobacco,30,3,26,28-28
23,60,62,Sandy,Maize,20,14,13,17-17-17
29,72,30,Black,Oil seeds,25,5,34,Urea
32,58,42,Clayey,Paddy,21,0,51,Urea
30,56,41,Sandy,Millets,32,1,35,20-20
30,66,50,Loamy,Wheat,16,16,33,14-35-14
33,56,43,Sandy,Maize,26,8,15,28-28
28,61,40,Red,Ground Nuts,18,15,19,17-17-17
31,66,51,Loamy,Wheat,8,0,29,DAP
33,56,51,Sandy,Barley,10,9,16,DAP
33,57,64,Red,Cotton,16,14,30,14-35-14
34,54,31,Black,Millets,24,1,33,Urea
29,65,42,Clayey,Paddy,12,29,23,10-26-26
27,73,39,Sandy,Barley,13,11,35,14-35-14
27,66,36,Sandy,Maize,12,15,31,14-35-14
27,60,37,Black,Oil seeds,14,16,36,14-35-14
26,60,29,Clayey,Pulses,13,17,34,14-35-14
33,59,42,Sandy,Barley,17,17,21,17-17-17
34,68,41,Clayey,Paddy,25,3,13,Urea
37,69,49,Loamy,Wheat,12,11,20,DAP
32,66,34,Sandy,Barley,11,0,35,DAP
29,62,38,Sandy,Millets,22,1,25,28-28
28,59,58,Loamy,Sugarcane,23,0,22,20-20
32,60,44,Sandy,Maize,11,15,40,14-35-14
32,49,64,Red,Cotton,11,16,33,14-35-14
31,59,53,Loamy,Sugarcane,10,0,16,DAP
27,67,32,Sandy,Barley,14,4,49,DAP
31,56,40,Loamy,Sugarcane,21,9,0,20-20
30,68,42,Clayey,Paddy,17,3,11,28-28
35,63,37,Black,Oil seeds,12,12,36,14-35-14
31,57,62,Red,Cotton,21,2,11,Urea
30,56,48,Loamy,Wheat,21,4,8,Urea
33,65,36,Clayey,Paddy,16,14,32,14-35-14
32,63,33,Red,Tobacco,7,23,23,10-26-26
33,58,42,Clayey,Paddy,21,0,16,Urea
30,58,39,Black,Millets,15,1,11,20-20
28,66,42,Sandy,Barley,8,4,26,28-28
25,60,59,Sandy,Maize,18,19,12,17-17-17
25,60,29,Clayey,Pulses,13,29,27,10-26-26
29,61,31,Red,Tobacco,21,9,16,DAP
21,61,43,Sandy,Barley,7,14,21,28-28
34,54,27,Sandy,Maize,21,0,28,Urea
32,61,62,Black,Cotton,18,1,7,20-20
27,64,32,Black,Oil seeds,16,4,45,DAP
24,55,35,Clayey,Pulses,0,0,1,28-28
30,57,41,Black,Millets,21,0,14,Urea
25,58,42,Sandy,Barley,17,16,40,14-35-14
26,54,28,Sandy,Maize,21,15,32,28-28
23,57,46,Loamy,Sugarcane,26,8,6,Urea
28,67,49,Loamy,Sugarcane,15,20,20,17-17-17
32,51,44,Clayey,Paddy,21,4,5,Urea
28,59,46,Sandy,Barley,22,4,23,28-28
32,51,37,Sandy,Millets,8,0,17,DAP
29,57,40,Sandy,Millets,36,0,16,DAP
30,57,44,Sandy,Barley,24,3,27,28-28
35,57,62,Red,Cotton,0,4,38,DAP
29,57,35,Loamy,Sugarcane,18,17,12,17-17-17
36,57,48,Loamy,Wheat,38,6,22,20-20
32,63,52,Loamy,Wheat,29,8,2,Urea
26,53,60,Sandy,Maize,12,16,38,14-35-14
31,56,38,Sandy,Millets,30,0,24,Urea
30,55,37,Red,Ground Nuts,27,0,16,DAP
35,80,19,Red,Ground Nuts,19,15,17,17-17-17
33,63,33,Black,Oil seeds,12,14,40,14-35-14
31,48,62,Red,Cotton,11,13,39,14-35-14
27,57,60,Red,Cotton,20,0,43,DAP
28,58,36,Black,Millets,21,0,0,Urea
36,54,46,Sandy,Barley,6,17,34,DAP
28,58,28,Red,Ground Nuts,24,2,26,28-28
31,58,39,Loamy,Sugarcane,21,0,10,Urea
30,55,45,Red,Ground Nuts,7,1,43,28-28
28,54,43,Red,Ground Nuts,15,17,19,17-17-17
32,46,35,Black,Sugarcane,21,7,2,Urea
26,65,22,Red,Ground Nuts,36,0,41,DAP
29,51,72,Loamy,Sugarcane,21,6,0,Urea
29,57,64,Black,Cotton,19,5,27,DAP
32,56,42,Black,Millets,41,2,4,20-20
31,60,43,Sandy,Maize,13,11,31,14-35-14
33,62,39,Clayey,Paddy,35,4,43,28-28
42,67,50,Loamy,Wheat,34,5,9,28-28
30,61,65,Red,Cotton,15,16,37,14-35-14
32,55,50,Loamy,Sugarcane,14,17,14,17-17-17
30,54,37,Black,Millets,8,0,16,DAP
26,57,27,Clayey,Pulses,19,11,28,DAP
28,59,42,Red,Ground Nuts,27,5,20,DAP
29,56,39,Red,Ground Nuts,0,0,30,DAP
29,58,49,Sandy,Maize,17,15,38,14-35-14
27,62,37,Black,Millets,52,2,0,Urea
29,60,64,Red,Cotton,10,2,35,DAP
29,67,65,Black,Cotton,16,11,31,14-35-14
32,59,37,Black,Millets,27,0,35,28-28
25,51,25,Clayey,Pulses,42,0,7,28-28
30,56,40,Sandy,Barley,15,16,35,14-35-14
33,45,37,Clayey,Pulses,11,14,52,28-28
32,56,30,Black,Oil seeds,8,8,27,DAP
26,62,45,Clayey,Paddy,37,6,35,Urea
27,56,70,Black,Sugarcane,4,8,17,20-20
37,62,48,Sandy,Barley,7,23,24,DAP
31,61,43,Clayey,Paddy,37,4,42,Urea
